stem,split,date,site,sha256,pixel_sha256,block,annotators,group,fold,role
20130716162214Mh,train,2013-07-16 16:22:14,Mh,530b2ba053572b92a1d095525a8f6179fe58990ae09fb00dbda8b55a5406067e,20de993e5707befea4959ebef8bc60c32a1eeadbfedde169910e7bda34294846,47,1,47,1,train
20130717123434Ch,train,2013-07-17 12:34:34,Ch,0e1ba897febd187dffb185537f2fab90e0d28214cad51767032647884b6408fe,7539a59d28555b7d31670ad55fffc4db2e7af40bf18990cd784f07400f124015,47,1,47,1,train
20130719140154Bh,train,2013-07-19 14:01:54,Bh,f8b3735f8cbd96152e1ccf2b3c9c4cfa6bae197f5f5410999fba9b785fc605e0,583d82141243fdabf63764d99ecf3fd6229412131cb6f8abc972ab4e9db9dbce,47,3,47,1,train
20130725122934Ch,train,2013-07-25 12:29:34,Ch,efd4bb54ab2e4724c5b781855b2198591bf08a69017b57cf2efc1f25eb73cfe1,db916b3e69205a8c72493c77b3be18bb782145938e976a893a4a8a79618f8772,48,1,48,3,train
20130805135854Bh,train,2013-08-05 13:58:54,Bh,0f96863a5877faaab3d5e096d317cd95867e774aa8f466ce6248f45ba52dcc89,f7686c359c8f621699f6e6ecea80666a66734fbb64b8d20308e732a3f8618f8d,48,1,48,3,train
20130807073114Th,train,2013-08-07 07:31:14,Th,a30368b13491068082495756df86712dfa7353aac3e0c0eb69050c821486b882,29ee7a7cd80bd1a02440e8add08c11dd09e86ace0ad327b56e875197ba13f0c1,48,2,48,3,train
20130808140054Bh,train,2013-08-08 14:00:54,Bh,b17c08fdbe53aa3ed461fc5fd98d386dd2c88390ef5bc04e4d5cbdf00328cab0,f31479724aaef377a5f652f7c92bfde9014d5e6358621348d712424ddce97dc4,48,1,48,3,train
20130809072814Th,train,2013-08-09 07:28:14,Th,694ee16e72b27f6e957378e245518d2d769207e74cf12de15410682251a96599,d3f19a73f36ae0682f8fc93730a428090a5bd9d31235cd9b5da803b3044ddda8,48,1,48,3,train
20130810121534Ch,train,2013-08-10 12:15:34,Ch,6b9fb40510ba372fafa50bed009f1ec2d33f3729842bd77363cfccd4a50ac68d,2ceb0b5ad8bb460890a189e682d28d2bb2e74755bd16ec1cf033e3c67ca33e0a,48,1,48,3,train
20130811140254Bh,train,2013-08-11 14:02:54,Bh,615a14d6a3362f63427df4cb195ac064ca0d6e959619280657e0722186a5c978,7cfe3bd91a3156181484a76da3a22ddc13951666af48f00627aaaa72842163b2,48,2,48,3,train
20130813060834Lh,train,2013-08-13 06:08:34,Lh,26ad510fea56d0cbfd061c7c47bb561ce56ff5f2b1451cc1f6dadac88612a291,d76fe34be5203187bd6dfa3dd06b5ba48fe552fc655d56dac8364648412068b6,48,3,48,3,train
20130824060834Lh,train,2013-08-24 06:08:34,Lh,31e2c921ef79686b8c4aa29612e21012955b926ccdee6e6f1a53643445abe5a5,fc91049615f2fe140836dafead13a1974bcaa716c7db7aa153d813249d49a873,49,1,49,3,train
20130828141354Bh,train,2013-08-28 14:13:54,Bh,7427b5070acb7e2989208b45c7577eaff5c8cd2649e77305ea61a952301ee41a,97f222d26733d1d16040d47a5c9793de1c1cdc85b1113a467a8344faa65262c5,49,2,49,3,train
20130901073614Th,train,2013-09-01 07:36:14,Th,54684493460dc5efb8f92aab74114116782a3fd5a86dc8059cbe9797ed8905e6,5ab4ef63f323949cce2afbfe7e16f0ef98642df4418f0d149870adc4fc626b27,49,1,49,3,train
20130903060834Lh,train,2013-09-03 06:08:34,Lh,2a278c0f0aa27f4f4683b97769d43d6f772f189a121ac8c84ab15817fb9c3d14,84ec43a9076436dc7e7980ad4b1244ebe6af096dd85e6faeae43e04291f2fdf5,49,2,49,3,train
20130903141654Bh,train,2013-09-03 14:16:54,Bh,aef279d3971148e448bb5e5268e6c04e103ec1ed8d671b420cda084da44ac2c3,35683b2588597f2f18903a4740ed99b2149a65b4ec86037bbdaf689d0c820ecc,49,2,49,3,train
20130905073714Th,train,2013-09-05 07:37:14,Th,b07c8e97c6121959d483eac2b2e87d4d8be523368a9199aeecc4d96dfc82d796,0ffb98ea108571bdb859745ea5f607f14be42746e18f18d70ef654af18a3efef,49,1,49,3,train
20130913142354Bh,train,2013-09-13 14:23:54,Bh,2a92f006dc4eb80ebe9d75af360e241e216348c6e780391ab552e0ff239a2abd,9ecdef58fd963b88125c90a2fe33b82b6aaa509c411707a021400508f3b84c16,50,1,50,3,train
20130919060834Lh,train,2013-09-19 06:08:34,Lh,1c743d8fe8de7e65352cf76149865fb00593bb0c4d8ac1756ff8ede519f1a01b,4d6729ca3e883a60c0b6f6ce5d7d4a75d7de608a509e6127db16a02ee36e1fe6,50,1,50,3,train
20130921060834Lh,train,2013-09-21 06:08:34,Lh,8c32779cd36e610bca39c5736be4fcd0aaecd2e77c56ce9408a3b25e4217b427,d2b95839365bdb726dc514ed1ad27e2aad358bd30605f8bd37ee0ac18188f51d,50,1,50,3,train
20130923060834Lh,train,2013-09-23 06:08:34,Lh,cace49338d97a54d3788d547172f75e91ecffde7606c7831f2f6e9a4dfe4e831,7b446f5c139ea98db4bba7d2ff0fe94fda796d10c887520793060e2c4efad275,50,2,50,3,train
20130925143254Bh,train,2013-09-25 14:32:54,Bh,8c9d82cd708e84bd40f158aab18b75880cff8c82bc8747cc6257189a1e705bc0,aa73fb1e615409b077ceb5f1599d1388172f0d6036b856f5f4f1c049c4d21c2c,50,3,50,3,train
20130926060834Lh,train,2013-09-26 06:08:34,Lh,b1a9daebbec3e9c209e5995e29b9b1fc29b5fd76dfc1432f794120f58d803772,37a22f5fd983a42b10b9adbbad4a38bdc7439fe4a92eafd936efb546e53b4932,50,1,50,3,train
20131006075314Th,train,2013-10-06 07:53:14,Th,12236c8dc5858fca3ac95b49c0f8c0b4d6ef319053dbb322ca50b79517f4cbff,ab8ef6e4dd9dc6010f3226721694ac50c8b3e151128175dfff29fc168ce040cc,50,2,50,3,train
20131007075314Th,train,2013-10-07 07:53:14,Th,d6f607fd43fbacf2912e106cb9b7e10088073887545304433c531db808922815,7b118bedac18493f81b58d5dffbb0fa4f32db7aafa6166c64ed8804c76524dd2,50,3,50,3,train
20131011195414Mh,train,2013-10-11 19:54:14,Mh,bc265b99b856ed96bdecb1c2be9c5060ca402830af257087ca55b8f4371fb075,3b00c01c8e781888c63cfc923ceb06b418e0aa7077d99e2653f88a22a6f7eed2,51,3,51,4,train
20131013185334Ch,train,2013-10-13 18:53:34,Ch,4795066e374677a018bf166970f844e0df0ce9ed02421d8a447898455ebd6a8a,a75251573d58daf32bfecccec6e13005eb96a01b0c55b36eeac41ff354d080f4,51,1,51,4,train
20131016185334Ch,train,2013-10-16 18:53:34,Ch,6c9137b13ab99e4b77f819206106aed200db8321bc3b42d3d122c5e1e58cd16c,9903a12661490154e2ceaf601c6f08e31237cbcc2b2e735264310d6647a2ad49,51,3,51,4,train
20131017185334Ch,train,2013-10-17 18:53:34,Ch,1603227bd3d1f4d3f0e860ea195fd9d64e3532d150b1c29cb323116b665d9a96,701dfebbd52ceff6f7d3d7ef49f136abfe1d1426e6468be428155a9d7556fcca,51,2,51,4,train
20131019080114Th,train,2013-10-19 08:01:14,Th,73e73348a3546deb87e5cab83cab8e0b109388f3a1c17888aff9d6677100e9c5,6bb37330a160aaf5f4ee683cb0ac083f69ee7f1b31b3433ceebf77b544b50a62,51,1,51,4,train
20131020080114Th,train,2013-10-20 08:01:14,Th,8a78be951a1ab72813b37ed1a43e56089be71b79cdbeeda3e94772d2c0f7d561,b80ca83c24f74713fe04a694d76e3781bffd65b4c863fb92708f8c53d759ac5c,51,1,51,4,train
20131025185414Mh,train,2013-10-25 18:54:14,Mh,7952aafe59d69d8f20693c1ea4a4345a27928aea268d0e4601b54a0a00d489b1,a3d5674de311be21aed10115afb58d6b0ba7fe543fb76dfbc0829d7ae93d543f,51,2,51,4,train
20131027025654Uh,train,2013-10-27 02:56:54,Uh,0d261cc93e52ee473266665419bd25e6e9d4d0bf8084773c86317c7fbd99a385,66307a7a7acb16b4802a3722fbbd2ceab4e223af6b8ea034372742d665d1b5c3,51,3,51,4,train
20131028190734Ch,train,2013-10-28 19:07:34,Ch,50ba158efb2927c11e21b8314debe4dea869912e0c983d26931b007e47bc4f10,72f51b991c4be1b11d11523f8de2599ba1feb142351996fa9a4d81a5012054d5,51,1,51,4,train
20131030185354Bh,train,2013-10-30 18:53:54,Bh,901e023efd359bf64eba3de22e2631b49d4a33b4b7a1b49cfd3001470031777c,32dc1857bd9912739e43fe9f01b274ca261ff80fda17fe0dbf0e53608bad17d9,51,1,51,4,train
20131031185614Mh,train,2013-10-31 18:56:14,Mh,60400950df4202b54981e6aa698f048919636a5e1563d298e241a47386b6fe8f,908df8f97bec85cb2f26811d2a73f01fc54edc8322e3eb281f4d12f3919be585,51,1,51,4,train
20131101222734Lh,train,2013-11-01 22:27:34,Lh,3d8563666346ba13ca35b2867299108abf51cc74da017df0054d9cab92395679,671762c1c2b2c31b039c30d55f1f3066a129bf9b12b7c94b8f9e190340789f9a,51,2,51,4,train
20131107043054Uh,train,2013-11-07 04:30:54,Uh,69892c1251438240be5e6aa82de8b5d46d248bf5ce1840a0386eaa9b427f5fb2,21730d82ced095813408cd8b77e4fc646b75c8bc5f47943a2fe937092bfcd0e5,52,3,52,1,train
20131108045254Uh,train,2013-11-08 04:52:54,Uh,ea9659c4dcf7ec3abe8269e87cf3fb7b8ea7e06a001a2023c91a8fab854e567a,7d622a767a07be2a7f803d4323a14b694f48e13878cf77fc791b3b661e04ea0a,52,1,52,1,train
20131109190514Mh,train,2013-11-09 19:05:14,Mh,e397f2dff449577979a5250bfaacd80f32e009df4bf0731d6ee1ec6e358f00a7,375e6a7fb107250379e7ed8ef63a17f606da2715798ba62ce213304e2ce38ca3,52,1,52,1,train
20131109222434Lh,train,2013-11-09 22:24:34,Lh,21eb0dc892f817cd4fc8b39b5030358e2bc4149d28863b6aaf75ab03844dcc3a,3d184d9448ce5807a0447f8b1b43297802e1104739b3fe97ea0cc6347cb5a32b,52,2,52,1,train
20131113004514Mh,train,2013-11-13 00:45:14,Mh,9b04644ef5f88e290d094152a93a5ceb45dc6f76d083953d2108360ea5ba34f2,a8018869521691e205d140ce2ba0b0cc33ecf5ed2fba1dbaf752a5ab7b129681,52,1,52,1,train
20131113185414Mh,train,2013-11-13 18:54:14,Mh,570a9e5e367e34e5c924ac022a2dd1b9cf457797e039ce74953e3937cbc5c34a,72752822e6ebe52989efd8e6313d9a02762956ef705f7a011e9d7d375e3ffede,52,1,52,1,train
20131115185414Mh,train,2013-11-15 18:54:14,Mh,95032d7d6d3ce5a8f4ed248503da2c264e026fa0fea2dcd97f25fddd3281b662,8c922dba03dd7c799a007dc2d9a086bc333d94230fe50472f67bf9fb54739961,52,1,52,1,train
20131116185334Ch,train,2013-11-16 18:53:34,Ch,08ebed789fcf6732db85c129a5b7d986b54879bdb75de42a0b39c9bed52b9338,f58a1c29b15142b9b93afc42ce243b7ef9bd7009a3af155f9fb0ae72a879e3d7,52,1,52,1,train
20131125192154Bh,train,2013-11-25 19:21:54,Bh,dcfdf0b238f1db9c28a65f6c39191f25fdfbf560f171a40238ece5ae1fa6b588,6396eaf91c08f220a3091315b782aece71e4c0671ecda6f592e2b1ac42d3b6b3,52,1,52,1,train
20131128192214Mh,train,2013-11-28 19:22:14,Mh,98762243e965b82bc5b9d405377afa4b6df7f505a335459e12d63ed5b1e57170,b72a2dff80fe4b1950db5715496b124ac8cce88582db84dbbc3860556782ba45,52,2,52,1,train
20131130192134Ch,train,2013-11-30 19:21:34,Ch,c781dbeeab211df9a3c4efa39288f9488ab71f7d23154cfe9afa1e0456e40f73,e42f3c5d0684ef16341f54a3c4f4e81d91fc03156f9bc6201dcff4e869aa9260,52,1,52,1,train
20131201192134Ch,train,2013-12-01 19:21:34,Ch,ce69185bff1e2e02c0a20df411fa9e24eabf0291acee215da89a6c10b28b43b9,6dec9bc86fbfab7a546637936ac8f0dd7925e3a2f64bb9ca3b9e42368753741a,52,1,52,1,train
20131204192154Bh,train,2013-12-04 19:21:54,Bh,4b51087f2b50ce1207f42293a1abd12eeb6d364004761820ca7be86fed7acfd6,843c229cb197ab41365144cd91b3161ba2d65c27ccc5dd6b28600dcbe9895231,53,1,53,3,train
20131206084114Th,train,2013-12-06 08:41:14,Th,73bb5057205fe3e23d37dd61d0053e7055e3f4deba58d257ddd88090b6cf44fe,d5eaaff43571cf1d6344c56a4fc5c6afeede803056887ed24bbcbdd04053022b,53,2,53,3,train
20131207084214Th,train,2013-12-07 08:42:14,Th,d029407fc930f2b5d770ca0f0750d0e90a6e3046d75167920286aafe64858309,5ee55680718039e8627e8e2ede9c4c5fddd336116e5772277739c6129ecd6287,53,1,53,3,train
20131224192154Bh,train,2013-12-24 19:21:54,Bh,aa16a4cde472de83e856a2c55e8d0ab8644ec1622a4f792e086b46265f5b1185,15d47a4bf7a2be50e9c36031ee5317b2bcca7f37a9ec90bae9d4341d7c8b4db1,53,1,53,3,train
20131225065154Uh,train,2013-12-25 06:51:54,Uh,ca3d70b35e7836e09f43a7223cb9391cb563eda0acf2f034695e648ec05533ee,56ba198a4b3a82d287ccd880d19f9aa23b9f8d4dcde4ecc34153a8c371b64eaa,53,3,53,3,train
20131229112414Th,train,2013-12-29 11:24:14,Th,a6d3ae16f827ccd1fb38d289c8bc598304f0ef553582cb39f58bd0167b0320c8,51d020f75b5d976e51534c1196348a2eaa6c319fd4e7d75365c02f8268076e04,54,3,54,0,train
20140111224134Lh,train,2014-01-11 22:41:34,Lh,58e1c115f62f4bc356b8981d33defbc023d77377df4d1f62b956dfe28cb9ce94,ecbb83b88d8922c58cab9dab2d50cfc6a037e7ac01de9a77550ee445640a5200,54,1,54,0,train
20140112180134Ch,train,2014-01-12 18:01:34,Ch,dee1274cae65f579c0502bd32221649d22e849e9175bb73479d1dbb017d6dbec,cd2e92c4ae0f90093df02ae7a52555e83e9628422b3c4a42bd4d1fd9ebc97f9c,54,2,54,0,train
20140116180214Mh,train,2014-01-16 18:02:14,Mh,41f5f0929ae4c76ed1ecf6965b8af197425101a1ccf162400c0e1be5735a3b57,31655eeceb054c064e9911b2d49275b25efc7e7af92fea84bff54e2bf8d30b82,54,1,54,0,train
20140122180214Mh,train,2014-01-22 18:02:14,Mh,f83f6839159cfae0adab3e799271ed2ef9bd55be2d4cdca0c3673a15e55ef6ae,930b8755392e28354a7f93f2d95769d3aa8b3e146d99f8be3a4a8a3c37b9e0e9,54,1,54,0,train
20140127180134Ch,train,2014-01-27 18:01:34,Ch,93780055616fc89c2b5c7f9616200f836fe2deb5fa86cbad444b692f1c463fb8,88dc66cbfbd48c497d2fb62f3d85ab21952e7d896f910f456b2ae968be44acb9,55,2,55,1,train
20140128174554Bh,train,2014-01-28 17:45:54,Bh,c168b1a74b82aaf6869a5d24aebe69b5fd1319446daff9810434c98ec98f0b1b,d3fca9ca3c8aab116f54aebd5a1a1613d1246544b77e0a5d20f444dc13495c0d,55,1,55,1,train
20140205180154Bh,train,2014-02-05 18:01:54,Bh,863c5bdb834bbf03e237c1d5de03565a664e33206d9e7a4d6e550f8c2551f8dc,341b454cba8e7aa72b62ac254917c6760319cdc25c2a55f072008761466b6c06,55,3,55,1,train
20140210180154Bh,train,2014-02-10 18:01:54,Bh,c170d440ea1641933d15c3388491e055d6d968a7104680b024897e15529c2eba,f7551dde1c62399ebaa87b3bdaae37538dd036301d9737cf90c5823b0d539602,55,3,55,1,train
20140212024554Uh,train,2014-02-12 02:45:54,Uh,bf63e115418c44479e7f4659dd65fdf64cc9e2173440adeda52b79015d048105,27cbb25215c84f9a7c863a1065ee58de37d862440c74d8476623ca13614d6640,55,2,55,1,train
20140213024554Uh,train,2014-02-13 02:45:54,Uh,3bb8de2ef56067c19a8a7342d3a99a9919c4690cffc6c8e778bc0170dff822c9,da85b52a8828d590fcd728335edbc448a3e8179665245b459e462704a619ccf7,55,1,55,1,train
20140216230134Lh,train,2014-02-16 23:01:34,Lh,628dec283e71085d28aff5cd2efd06f7de4192648c907478f22787931df28f60,1b4458a8348e9bed8f453ba9daf17ad3ae9816e2b4191ff336ebaaddde553a45,55,3,55,1,train
20140218230234Lh,train,2014-02-18 23:02:34,Lh,5db03693527bfc7448a40839b746a4656b110c87e96c70605aee0122df28f729,6c34561990de7f5aacd7ae1fc4d6751ffddf26e085971b67117f68f18e0de9c4,55,2,55,1,train
20140225163314Th,train,2014-02-25 16:33:14,Th,0a74fc96dffec31230a2f1a6d5e42ef053289e3c69e7a8842f9cbd590eaa23c6,4c5f342559afdad636eeb77f2c155244f3469bd7b35fffa142538d912df596e6,56,2,56,2,train
20140312025454Uh,train,2014-03-12 02:54:54,Uh,1d853a6e7a5cef7419d820a30b8a43d760049f6c491cf978a33c0b7a3a1037aa,34b3a1b2c6c9e9b4ac29c3ec895d94965a9f1201c35702b9af2e82ba0f3cfee8,56,1,56,2,train
20140312081114Th,train,2014-03-12 08:11:14,Th,92b9ed3bf99f559e18e687a453b20e8c6c3d912a1471682ced017ba9c375268d,7b033d9a7a9d68b184526c7fab49d7a7b76c3bee83d6b874ecdf39f3f817335d,56,2,56,2,train
20140321195814Mh,train,2014-03-21 19:58:14,Mh,1fe93e2d611111ea9b1c7e4f0e964a4ec6018f7f1fd59dc044923190026de1af,da7c95e1b70fab686958920d05ac8ed02902692fc0465d5f8e8acd729a8fd654,57,2,57,1,train
20140323020654Uh,train,2014-03-23 02:06:54,Uh,13b3c16e1e45c2939bc7a444bdacc205a4b972f205830cfe77e41c52e6dd346f,3ec1e8a1eefa26fc09c5e4fc3c2a1892e40a1fcd9bb87db5c451103cc9797f9a,57,1,57,1,train
20140401014754Uh,train,2014-04-01 01:47:54,Uh,c816fdbb8091284052705dc56e977ab87ef612815835b441518a905fe7588dde,f82574450e69fb15d1c585fe38243400625a749c36c03bc1ebbec1bacd76918b,57,2,57,1,train
20140406195854Bh,train,2014-04-06 19:58:54,Bh,df982bf7988dbbaac20de631d799c9ed8a735d9e5b1033f9dfdabaf48a762ff9,a13f21211f5f05a605deeafbd41ed76cb4bfe0f875ee2615efa8a6a0e661bccc,57,3,57,1,train
20140409081614Th,train,2014-04-09 08:16:14,Th,85c4da95608347a2ae1a316723320742508cd78c54ca76b92d3b10dc643c9e3f,89fca392f30c3cd4507d447f2b58698ae7e592c7d4089d039a1eb7e08e44ed68,57,1,57,1,train
20140411013854Uh,train,2014-04-11 01:38:54,Uh,57c02e565d4ca390d630deec1c228d9e4ad2352dca5a604628b1e1389b5254f9,231bae9966102f5ce08921c4a9d885277fb81808c8ff65d07b49898f087843b7,57,1,57,1,train
20140413195914Mh,train,2014-04-13 19:59:14,Mh,a3f1cfacc8607188c91a9a2e2acfe70d1f6259b225a4b1c7b29fb096cd6a93d5,e615cab0bedd5d7a74938286439ffd585a6687bbdbbaa0c7e3a7918c7552e9ff,57,2,57,1,train
20140414020354Uh,train,2014-04-14 02:03:54,Uh,e728e846685e88e0dd1b1f1b95b24fea1ed5a2b7314d647559b73efad2101f7d,c1f792167b877e404fc0f67f95061ba01ec963cd3d1495c94c6a55f902fce733,57,2,57,1,train
20140414195834Ch,train,2014-04-14 19:58:34,Ch,c7a61891ebbc7329dc76505b425d590ae27dba0db4b4f3058a2f3856ebcc940f,92daf50aa384aceb533937fec59785575883b247d73f82cbeb167cbd97555f1b,57,3,57,1,train
20140420085614Th,train,2014-04-20 08:56:14,Th,bde4429da6e9bcf80d4aafea04498117338ff0b4cadfe18252019714cee90b8d,8f53e696de9f44c2c1a67ddafba29e79b6ab10c91ef526ae9b688410ce230b02,58,1,58,0,train
20140428233234Lh,train,2014-04-28 23:32:34,Lh,363fc6863acfe5b1c73fde7b968e3ce675dda03f60894e2535a06a621efb921b,dc1bba93eaeb2a9f9db232dac777ff7dd762b3edcd2b7c2d7c2a6e3dd369e32d,58,1,58,0,train
20140430071914Th,train,2014-04-30 07:19:14,Th,89066d73fdc076f9605edb852804961ebe8f1e459ba225bfb74278c1cb440c43,c506daefa9065b6e3fdfdda12c2df696cdb30ee6d4c9ef14ec0ca4cf62d098a5,58,1,58,0,train
20140501195814Mh,train,2014-05-01 19:58:14,Mh,83990f6b1e55afff77732ac77cec0bdb2073b80ab01f020b104162ab101dfb31,c8d69ea5b73b8631bb9e67723b9a7403cb81df752fec208f9199c8828363bf25,58,1,58,0,train
20140508195834Ch,train,2014-05-08 19:58:34,Ch,a4993c45b6a72ab22d3d40c5a393d065a581ffb3ac1bda5ffc8e5194030fb2e2,2eb865725f5147b00533844bbb9b2a4f9a8f2cbc966f1aeebc63972e4e6c55f2,58,2,58,0,train
20140509071314Th,train,2014-05-09 07:13:14,Th,4e91ee1172a2c49ef6d009cba8bbfc511cf43080636d2dc49011e4226f5fcf0c,7d3f8e62be89b2c497f92d4c3047ccbea0ab8ce508991a01e0091be4293a172b,58,3,58,0,train
20140509195814Mh,train,2014-05-09 19:58:14,Mh,a9ddb01d8cf297072f2767ad79879607442023a24d1521eb6a3c0418cb9070de,50f9fcd76720c0c43db73dd2fef6f0d96dda0a76f4ae9befde38e1706aad1320,58,3,58,0,train
20140513012554Uh,train,2014-05-13 01:25:54,Uh,938a8f995df6fd7dbe687ad2d2c9eba325d2913d3b8e69c8ae599f6f8a1a5c52,2898deade790cdf7f7471b4951e75d511ca22243d1cb8e795dca0e809ccf767e,59,2,59,0,train
20140522070614Th,train,2014-05-22 07:06:14,Th,870cdf3fa728de21da6e2b5565bdd33606592fe118a0751ae9aab779ce6522d0,a52586324cdc4af386c226257f3a07a7cfb6f16fc1a48a416185fa0a830a8e59,59,1,59,0,train
20140523195814Mh,train,2014-05-23 19:58:14,Mh,3914c1521f8b55dc7e2c975687bdf3db52505819558a4482590ff04150657423,82ef33bf0386b2958fd291c61676fddc3a4e840146529a64e5a4d1176bff04d0,59,1,59,0,train
20140525070514Th,train,2014-05-25 07:05:14,Th,249dfeeb27d882e3586045647c9d071fc7882dd3775e29ed213c0632592f2352,a8e885f9ed8e46cc2957d66b94257c4e4c2be9ade5f724305b68af037333c0d5,59,1,59,0,train
20140531195834Ch,train,2014-05-31 19:58:34,Ch,dd910ce1d2aa80c9556141cdbc692ceac361ced945d39aa6dad46326a286351c,10f8899801f3d5c3ed32654f957f5c65701c2199489c83f72f327c17c34ef667,59,2,59,0,train
20140601195814Mh,train,2014-06-01 19:58:14,Mh,f0e3d198d68d7adab234d9635b74dc1dc32fbe322c3594b3e442244b1e5f05fc,e1ccea9b426083b57803710295afa02326944a58a485544e376b6f22900706b7,59,1,59,0,train
20140603070414Th,train,2014-06-03 07:04:14,Th,3cf07c8342aad85b40be1591e2216018709bcafdfb6c4c44b5847d8d0c405b7f,1921a35eb64aa48ff22f048061dd0d07213dc7e80f1d1650a66beeb4adf7d1b5,59,1,59,0,train
20140604195854Bh,train,2014-06-04 19:58:54,Bh,1db8f6a235fe81d2e25afb019ef6b6ad547d689d3b985a81884f23ba1079cd72,b838d4af3a2f61ca9a273702cdd30a36aa988fbf7ffac2bc36963ac57ff385ad,59,3,59,0,train
20140605195854Bh,train,2014-06-05 19:58:54,Bh,c0fbaabdd2d42b49dbbd3aaede5ec92b1720e10a260e3424c98ba7cd77ad6109,a108a4328fe8ef627def045e7dfe2b149a3ee42875fb6aae682e242d38f75db9,59,2,59,0,train
20140607112354Uh,train,2014-06-07 11:23:54,Uh,18ea20c405bef845c43631c723ea7c430404e5497b2af6d9b04bce9123e1aee0,3bc836ef2c183d8e6bf4218ab66cddd65c9f6447382bfb039d87adbf880a0aa3,59,1,59,0,train
20140607195854Bh,train,2014-06-07 19:58:54,Bh,70a7300e081b5d4431f1718527013d24f8c3955b28e1feffe986e821635b480b,21f13abf23128a7cacc12fa360e8182ec73b1ba0441da607cf52907ceaa116e7,59,1,59,0,train
20140609195854Bh,train,2014-06-09 19:58:54,Bh,e26054c022787cc9524c07a04ce277dde56460e0639f91f93440e33bab3b40f7,9941c58dd0db26a01c7b6c049d64cc6c9ac07c9ce72a34f59fb6022e728bb8cf,60,1,60,3,train
20140615195814Mh,train,2014-06-15 19:58:14,Mh,9111a1e87a9e2768c2ac36ab9da1766e919fdef191a56656ce8977f526e0938f,b7507aaf1b368f1364329edc69063c00a53d2077e7f226617220a3656da0f122,60,1,60,3,train
20140615195854Bh,train,2014-06-15 19:58:54,Bh,afec7a8898500f38abb6fd9722b11cb6ba05e6f654ab6fc178aa17bd6ddd0e7a,c8fd96bda8eb15e32bf8fdb94497b85a2bf281112df887d199ba06143fb12636,60,1,60,3,train
20140701195814Mh,train,2014-07-01 19:58:14,Mh,9880bbe06b32725a719c85022fa41195c6d9e868c400bef27aa883232e4cb4f3,4677c67fff75b943f5601e8e84408858b3519479967413254eed95d44201eacb,60,1,60,3,train
20140705035754Uh,train,2014-07-05 03:57:54,Uh,ba8668cfb217ee626a5512f71b2407c3dcbc38a7031ed5a266ff7e4c5dd5eff1,24d1f3a7acc8d4874ea6c28c429232a6fb6bbeccb12a85f65c4e6a640dad7ca3,60,1,60,3,train
20140709195814Mh,train,2014-07-09 19:58:14,Mh,f7ef551b096070cdb76bf83362c9921f7e57254a2b6a40e542b290ce5286a3f1,00eb4d73a8693c591dc916c735959852d0f688bab6900a79bd7c275f2e8d2227,61,1,61,4,train
20140710083214Th,train,2014-07-10 08:32:14,Th,c551d14f0f010b45d2e1d490ed43809aa79d01b176bd3298a748c20fb16c2abe,ad190b27aff8cd8d0b22ffdf78d6595570cd74cd8d2e30cba8231390e299eee8,61,3,61,4,train
20140712195854Bh,train,2014-07-12 19:58:54,Bh,55f66da654312bcd0866102ad34fa06631bd2bf60dc601495fa4f6f200e969a0,77d2681120a93f8ba9bc09a9afb48337394f2e2856c9d224958c08d9e1800162,61,1,61,4,train
20140716195854Bh,train,2014-07-16 19:58:54,Bh,7e6afbd719d8de3c0cc781b8985517891846d67c2bfa3c349c45072dbd759bc8,dabcdc35d2c447931cc6a3bc684f4f26bd54b4efbc44d7f6f8be35c0c5447bf6,61,1,61,4,train
20140719071414Th,train,2014-07-19 07:14:14,Th,1e12f537f3e8157dd9dfa86fdd9618f9824c4c6bd306b2f1bbbe4aa3f32346f1,d0a24b11ad194e34101c16cd0038a112e733cbca0a851f15f891f4b51c333b1c,61,1,61,4,train
20140720195834Ch,train,2014-07-20 19:58:34,Ch,cbee2731a21cb732bdac5462952a88564cf0e644fee9cdffb44b186b6183db5e,3262bbeeac86fe78b8264262565543f285ed81069c4b89cf494d57ef4fe1e9d4,61,1,61,4,train
20140723071614Th,train,2014-07-23 07:16:14,Th,fa335c63f5bb529c101f8f8acc710ac1aa5e5ec70aba7c23c49dd2fc9f72aee6,cb0bc42fab21e04dc457c0f8f5074eac30d308f1cd1f458840928550000b34b3,61,1,61,4,train
20140725195814Mh,train,2014-07-25 19:58:14,Mh,82511a920760cf2f8791c4366c85f37d76eb5a3934dda5d2986a24d1c923c53b,fecfb53549ad7dfe8a7f0b9703e677e44e2d6d202b03bb22a32bd91fc7770cd2,61,1,61,4,train
20140726071814Th,train,2014-07-26 07:18:14,Th,10f80d2caa44d2d98e9ca5e89162e23028739453c6e863cd2949e5f8f5bb3472,0f69a647f284b8743c6a5457ed0487c924d0115bf999f0678810df22cd28d2a3,61,1,61,4,train
20140802072114Th,train,2014-08-02 07:21:14,Th,0d8545f2be82fa767b6bd8c7dd0d5fc75f96cdf7bcf28084417e0400b939c157,3357df80d3a04f36ab55afcb6d7220e69dc617627aa59407f335ce24d4f6d64f,62,1,62,3,train
20140803234534Lh,train,2014-08-03 23:45:34,Lh,b2ad7fb00740d0811570348e1c0147f0c0e8b5e4cbfb891e257a0ff0c4aa83c9,25d8a35df4239f1274f2c1ed6b1c1e1ef445b1fd602acb0dbe86ddb76a1a5e14,62,1,62,3,train
